idx,rsmi,psmi,ea,dh
839,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[C:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[C:5](/[C:4]([H:13])([H:14])[H:15])[C:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],77.19239364,49.03545227
840,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[C:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:7])[H:9].[C:3]([C:4]([H:13])([H:14])[H:15])(=[C:5]=[C:6]([H:8])[H:16])[H:12],41.80589146,14.76418819
841,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[C:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:5](=[C:3](/[C:4]([H:13])([H:14])[H:15])[H:12])[C:6][H:16])([H:10])[H:11])([H:7])([H:8])[H:9],74.79352701,48.99129699
842,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[C:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C-:3]=[C:5]=[C+:6][H:16])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4]([H:12])([H:13])([H:14])[H:15],75.19677161,64.80468519
843,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[C:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:3]([C:4]([H:13])([H:14])[H:15])=[C:5]=[C+:6][H:16].[C:1]([C:2]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],72.67967716,67.26605759
844,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5][H:14])[C:6]([H:13])([H:15])[H:16])([H:7])([H:8])[H:9],67.88641263,66.61696228
845,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O:2][H:12])([H:7])([H:8])[H:9].[C:3]1(=[C:4]([H:10])[H:11])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16],63.9381088,24.14598232
846,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O:2][H:14])([H:7])([H:8])[H:9].[C:3]1([C:4]([H:10])([H:11])[H:12])=[C:5]([H:13])[C:6]1([H:15])[H:16],70.18258775,36.21679911
847,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]1=[C:5]([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9].[C:4]([H:10])([H:11])([H:12])[H:13],111.9133237,34.4668023
848,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C-:1]([O+:2]=[C:3]([C:4]([H:10])([H:11])[H:12])[C:6]([C:5]([H:7])([H:13])[H:14])([H:15])[H:16])([H:8])[H:9],64.46857787,26.6340744
849,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:3](=[O:2])[C:4]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:15])[H:16])([H:13])[H:14],86.91715544,-15.63534976
850,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:14].[O:2]=[C:3]([C:4]([H:10])([H:11])[H:12])[C:5](=[C:6]([H:15])[H:16])[H:13],62.52563217,-21.31032399
851,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1](=[O+:2][C@:3]([C:4]([H:10])([H:11])[H:12])([C:5]([C-:6]([H:15])[H:16])([H:13])[H:14])[H:7])([H:8])[H:9],83.28344193,64.40225098
852,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O:2][C:3](=[C:4]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:15])[H:16])([H:13])[H:14],90.95749144,13.2238326
853,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O+:2]=[C-:3][C:5]([C:6]([C:4]([H:10])([H:11])[H:12])([H:15])[H:16])([H:13])[H:14])([H:7])([H:8])[H:9],82.53192463,33.21583182
854,[C:1]([O:2][C:3]1([C:4]([H:10])([H:11])[H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([O:2]/[C:3]([C:4]([H:10])([H:11])[H:12])=[C:5](\[C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],66.42532649,-9.82709813
855,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]([C+:2]=[C:3]([C:4](=[N-:5])[H:8])[H:7])[H:6],85.9497226,64.80318505
856,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]=[C:2]([C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],51.63118214,-16.49035608
857,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]=[C:2]([C:3](=[C:4]=[N:5][H:8])[H:7])[H:6],49.46765855,-5.107090958
858,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[C:2](#[C:3][H:7])[H:6].[O:1][C:4](=[N:5])[H:8],136.1972105,93.55178461
859,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O+:1]#[C:2][C:3]([C:4](=[N-:5])[H:8])([H:6])[H:7],66.76113519,32.47507407
860,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[C:2](#[C:3][H:7])[H:6].[O-:1][N+:5]#[C:4][H:8],80.76688888,70.33890993
861,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]1[C:2]([H:6])=[C:3]=[C:4]([H:8])[N:5]1[H:7],101.2724511,61.7821287
862,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]([C:2](=[C:3]([H:7])[H:8])[H:6])[N+:5]#[C-:4],89.98046676,59.17933866
863,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]=[N:5][C:4](=[C:3]=[C:2]([H:6])[H:7])[H:8],75.82501602,52.97549787
864,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]=[C:2]([C@:3]1([H:7])[C:4]([H:8])=[N:5]1)[H:6],50.22399085,19.76844337
865,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([O:6][H:16])([H:7])([H:8])[H:9].[C:2](\[O:3][H:11])(=[C:4](\[C:5]([H:13])([H:14])[H:15])[H:12])[H:10],98.07149776,17.89396142
866,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][H:11])([O:6][H:16])[H:10])([H:7])([H:8])[H:9].[C:4]([C:5]([H:13])([H:14])[H:15])[H:12],100.9839606,80.59665841
867,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:4]([C:5]([H:13])([H:14])[H:15])([H:10])[H:12])([H:7])([H:8])[H:9].[O:6]([H:11])[H:16],54.04532443,-9.943115145
868,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4]([C:5]([H:13])([H:14])[H:15])(=[O:6])[H:12].[H:11][H:16],61.22874443,7.844682554
869,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:4](\[C:5]([H:13])([H:14])[H:15])[O:6][H:16])[H:10])([H:7])([H:8])[H:9].[O:3]([H:11])[H:12],64.45740614,7.473896332
870,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:10].[C:2]([O:3][H:11])[C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12],70.11758609,50.00523983
871,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:16])([C:4](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9].[C:5]([H:11])([H:13])([H:14])[H:15],61.08282793,-2.903164154
872,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:16])([C:4]([C:5]([H:13])([H:14])[H:15])=[O:6])[H:10])([H:7])([H:8])[H:9].[H:11][H:12],50.47532928,1.906773598
873,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][H:11])([H:10])[H:13])([H:7])([H:8])[H:9].[C:4](=[C:5]([H:14])[H:15])([O:6][H:16])[H:12],74.96530368,10.57875909
874,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])([H:7])([H:8])[H:9].[C:2]([O:3][H:11])[H:10],120.0172753,63.86068863
875,[C:1]([C@@:2]([O:3][H:11])([C@@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:10])[C@@:4]([O:6][H:16])([H:12])[C:5]1([H:14])[H:15])([H:7])([H:8])[H:9].[O:3]([H:11])[H:13],80.67995057,25.01068456
876,[O:1]=[C:2]([C:3]#[N:4])[C:5]#[N:6],[O:1]=[C:2]([N+:4]#[C-:3])[C:5]#[N:6],45.83837853,12.61182375
877,[O:1]=[C:2]([C:3]#[N:4])[C:5]#[N:6],[C:3](#[N:4])[C:5]#[N:6].[O+:1]#[C-:2],65.08422136,-4.170396665
878,[O:1]=[C:2]([C:3]#[N:4])[C:5]#[N:6],[O:1]=[C:2]=[C:3]=[N:4][C:5]#[N:6],86.42193289,31.05370853
879,[O:1]=[C:2]([C:3]#[N:4])[C:5]#[N:6],[O:1]=[C:2]=[C:5]=[N:6][N+:4]#[C-:3],91.33264582,65.68003073
880,[O:1]=[C:2]([C:3]#[N:4])[C:5]#[N:6],[O+:1](=[C:2]=[C:5]=[N-:6])[C:3]#[N:4],89.96316364,68.52245258
881,[O:1]=[C:2]([C:3]#[N:4])[C:5]#[N:6],[C:3](#[N:4])[N+:6]#[C-:5].[O+:1]#[C-:2],86.43694379,18.75067547
882,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1](/[C:2](=[N:3]/[H:8])[H:7])[C:4]([C:5]#[N:6])([H:9])[H:10],58.08870797,18.45394287
883,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O-:1][N+:6]#[C:5][C:4]([N:3]([C:2][H:7])[H:8])([H:9])[H:10],129.1996282,100.4955913
884,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1](/[C:2](=[N:3]/[H:8])[H:7])[C:5]1=[N:6][C:4]1([H:9])[H:10],70.70202432,52.87296876
885,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[H:7][H:8].[O:1]=[C:2]=[N:3][C:4]([C:5]#[N:6])([H:9])[H:10],71.9340165,13.5146749
886,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[N:3](=[C:4]([H:9])[H:10])[H:8].[O:1]=[C:2]([N+:6]#[C-:5])[H:7],74.33579331,45.93704888
887,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C-:5]=[N+:6]1[H:7],70.74898313,22.78009211
888,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1]=[C:2]([N:3]([C:4]([N+:6]#[C-:5])([H:9])[H:10])[H:8])[H:7],53.82340528,19.60424832
889,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[N:3](=[C:4]([H:9])[H:10])[H:8].[O:1]=[C:2]([C:5]#[N:6])[H:7],75.32092161,33.27413832
890,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1]=[C:5]1[C:4]([H:9])([H:10])[N:3]([H:8])[C:2]([H:7])=[N:6]1,121.904577,-4.668825854
891,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O+:1](=[C:2]([N:3]([C-:4]([H:9])[H:10])[H:8])[H:7])[C:5]#[N:6],78.3792132,67.47044008
892,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[C:5](#[N:6])[H:7].[N:3](=[C:4]([H:9])[H:10])[H:8].[O+:1]#[C-:2],64.15656253,33.84794154
893,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[N:3](=[C:4](\[C:5]#[N:6])[H:10])\[H:8].[O:1]=[C:2]([H:7])[H:9],82.5909862,33.32637124
894,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[H:8][H:9].[O:1]1[C:2]([H:7])=[N:3][C@@:4]1([C:5]#[N:6])[H:10],101.2832142,56.17700938
895,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1]([C+:2]([N:3]([C:4](=[C:5]=[N-:6])[H:10])[H:8])[H:7])[H:9],42.75485363,37.55537321
896,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1](/[C:2](=[N:3]/[H:8])[H:7])[N:6]=[C:5]=[C:4]([H:9])[H:10],76.70359446,70.60705074
897,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1]=[C:2]([N+:3]([C-:4]([C:5]#[N:6])[H:10])([H:8])[H:9])[H:7],81.87970179,54.51800031
898,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1]([C:2][N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],72.72588596,43.81403414
899,[O:1]=[C:2]([N:3]([C:4]([C:5]#[N:6])([H:9])[H:10])[H:8])[H:7],[O:1](/[C:2](=[N:3]/[C:4]([C:5]#[N:6])([H:9])[H:10])[H:7])[H:8],40.9661203,14.0856579
900,[C:1]([C:2]([C:3]([C:4]#[C:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C+:3](=[C:4]=[C-:5][C:6]([H:14])([H:15])[H:16])[H:12].[C:1]([C:2]([H:10])([H:11])[H:13])([H:7])([H:8])[H:9],74.36325773,72.51357262
901,[C:1]([C:2]([C:3]([C:4]#[C:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[C:4](\[C:5][C:6]([H:14])([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],68.05289847,51.33199275
902,[C:1]([C:2]([C:3]([C:4]#[C:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([C:5](=[C:4])[C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],56.9297651,47.48166487
903,[C:1]([C:2]([C:3]([C:4]#[C:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:7])[H:8].[C:3](=[C:4]=[C:5]([C:6]([H:14])([H:15])[H:16])[H:9])([H:12])[H:13],44.66989262,20.28540279
904,[C:1]([C:2]([C:3]([C:4]#[C:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C:4]=[C:5]([C:6]([H:14])([H:15])[H:16])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],82.85904681,-2.227858876
905,[C:1]([C:2]([C:3]([C:4]#[C:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:12])([H:13])[C:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:11])([H:7])([H:8])[H:9],92.43320048,65.9759911
906,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:16])[C:3][C@@:4]([C:5]([H:11])([H:12])[H:13])([H:10])[C:6]1([H:14])[H:15])([H:7])([H:8])[H:9],94.91887869,58.16026844
907,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]/[C:3](=[C:4](\[C:5]([H:11])([H:12])[H:13])[H:10])[C:6]([H:14])([H:15])[H:16])([H:7])([H:8])[H:9],76.34911379,47.0050557
908,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]=[C:3]([C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])[H:9])([H:7])[H:8],74.90961682,-0.403153192
909,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[C:4]([C:6]([H:14])([H:15])[H:16])[H:10])[C:5]([H:11])([H:12])[H:13])([H:7])([H:8])[H:9],74.03216679,-4.593393593
910,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],57.27444885,48.3075267
911,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C-:2]=[C:3]([C+:4]([C:5]([H:11])([H:12])[H:13])[C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],65.00169652,42.6554077
912,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]=[C:3]1[C@:4]([C:6]([H:14])([H:15])[H:16])([H:10])[C:5]1([H:11])[H:12])([H:7])[H:8].[H:9][H:13],83.36024198,37.96475218
913,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2][C@:3]1([H:16])[C@@:4]([C:5]([H:11])([H:12])[H:13])([H:10])[C:6]1([H:14])[H:15])([H:7])([H:8])[H:9],85.81904429,55.82409158
914,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C+:1]([C:2](=[C-:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])[H:9])([H:7])[H:8],71.4738457,55.00088149
915,[C:1]([C:2]#[C:3][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]=[C:3]=[C:4]([C:6]([H:14])([H:15])[H:16])[H:10])([H:7])[H:8].[C:5]([H:9])([H:11])([H:12])[H:13],84.10941565,16.32970449
916,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[N:4](=[C:5](/[O:6][H:10])[H:15])\[H:14],52.40315474,26.49974832
917,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([N:4]([C:5][O:6][H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],73.17447491,44.67722154
918,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:3](=[N+:4]([C:5](=[O:6])[H:15])[H:14])[H:13].[C:1]([C:2]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],74.23533202,66.65523983
919,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:7])[H:8].[C:3](=[N:4][H:14])([H:12])[H:13].[C:5](=[O:6])([H:9])[H:15],77.35733724,56.86757657
920,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:5](=[O:6])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9].[C:3](=[N:4][H:14])([H:12])[H:13],92.40360065,30.1283706
921,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O+:6]=[C:5]([N:4]([C-:3]([H:12])[H:13])[H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],77.54132216,62.98639924
922,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([O:6]/[C:5](=[N:4]/[H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],59.56600036,17.97172314
923,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](\[N:4]=[C:5](/[O:6][H:13])[H:15])[H:12])[H:11])([H:7])([H:8])[H:9].[H:10][H:14],85.21055756,35.37001768
924,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([N:4]=[C:5]=[O:6])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[H:14][H:15],70.28552705,10.16316084
925,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[N:4]([H:14])[C@:5]1([O:6][H:10])[H:15])([H:7])([H:8])[H:9],90.15618222,34.98030413
926,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([C:2]([C:3]([N:4]([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],76.04403725,20.09057707
927,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](/[N:4]=[C:5](/[O:6][H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],41.17708549,14.76796405
928,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[N:4]\[H:14])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:12])[H:15],93.1812623,32.14313464
929,[C:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:15])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[N:4]1[H:14])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:10])[H:15],96.41390762,49.96228187
930,[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][H:13])[H:12])([H:6])([H:7])[H:8],[C:1]([C:2](/[C:3](=[C:4](/[O:5][H:13])[H:12])[H:10])([H:9])[H:11])([H:6])([H:7])[H:8],66.84230874,-10.3871021
931,[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][H:13])[H:12])([H:6])([H:7])[H:8],[C:1]([C:2][C@@:4]([C:3]([H:9])([H:10])[H:11])([O:5][H:13])[H:12])([H:6])([H:7])[H:8],66.48614821,57.25640941
